game_id,draw_id,machine_id,ball_set_id,venue_id,source_record_id,draw_local_datetime,timezone,draw_datetime_utc,city,country,latitude,longitude,temperature_c,main_numbers,bonus_numbers,weather_observed_at,weather_match_difference,record_status,source_confidence,retrieved_at,schema_version,time_basis,location_confidence
2,THUNDERBALL-3880,Excalibur6,T5,2,https://www.national-lottery.co.uk/results/thunderball/draw-details?drawNo=3880,2026-04-03T20:00:00+01:00,Europe/London,2026-04-03T19:00:00+00:00,London,GB,51.5074,-0.1278,13.8,"19, 24, 27, 37, 38",5,2026-04-03T19:00,0,verified,Open-Meteo,9/14/2026 9:49,v1.0.0,scheduled_time,verified_venue
2,THUNDERBALL-3879,Excalibur6,T5,2,https://www.national-lottery.co.uk/results/thunderball/draw-details?drawNo=3879,2026-04-01T20:00:00+01:00,Europe/London,2026-04-01T19:00:00+00:00,London,GB,51.5074,-0.1278,11.8,"2, 7, 20, 23, 28",7,2026-04-01T19:00,0,verified,Open-Meteo,9/14/2026 9:49,v1.0.0,scheduled_time,verified_venue
2,THUNDERBALL-3878,Excalibur6,T5,2,https://www.national-lottery.co.uk/results/thunderball/draw-details?drawNo=3878,2026-03-31T20:00:00+01:00,Europe/London,2026-03-31T19:00:00+00:00,London,GB,51.5074,-0.1278,14.5,"10, 30, 33, 35, 38",11,2026-03-31T19:00,0,verified,Open-Meteo,9/14/2026 9:49,v1.0.0,scheduled_time,verified_venue
2,THUNDERBALL-3877,Excalibur5,T5,2,https://www.national-lottery.co.uk/results/thunderball/draw-details?drawNo=3877,2026-03-28T20:00:00+00:00,Europe/London,2026-03-28T20:00:00+00:00,London,GB,51.5074,-0.1278,6.5,"7, 19, 21, 25, 35",7,2026-03-28T20:00,0,verified,Open-Meteo,9/14/2026 9:49,v1.0.0,scheduled_time,verified_venue
2,THUNDERBALL-3876,Excalibur5,T5,2,https://www.national-lottery.co.uk/results/thunderball/draw-details?drawNo=3876,2026-03-27T20:00:00+00:00,Europe/London,2026-03-27T20:00:00+00:00,London,GB,51.5074,-0.1278,10.6,"2, 4, 8, 11, 23",5,2026-03-27T20:00,0,verified,Open-Meteo,9/14/2026 9:49,v1.0.0,scheduled_time,verified_venue
2,THUNDERBALL-3875,Excalibur5,T8,2,https://www.national-lottery.co.uk/results/thunderball/draw-details?drawNo=3875,2026-03-25T20:00:00+00:00,Europe/London,2026-03-25T20:00:00+00:00,London,GB,51.5074,-0.1278,5.2,"6, 16, 22, 25, 34",6,2026-03-25T20:00,0,verified,Open-Meteo,9/14/2026 9:49,v1.0.0,scheduled_time,verified_venue
2,THUNDERBALL-3874,Excalibur5,T8,2,https://www.national-lottery.co.uk/results/thunderball/draw-details?drawNo=3874,2026-03-24T20:00:00+00:00,Europe/London,2026-03-24T20:00:00+00:00,London,GB,51.5074,-0.1278,10.8,"3, 6, 14, 15, 38",13,2026-03-24T20:00,0,verified,Open-Meteo,9/14/2026 9:49,v1.0.0,scheduled_time,verified_venue
2,THUNDERBALL-3873,Excalibur5,T7,2,https://www.national-lottery.co.uk/results/thunderball/draw-details?drawNo=3873,2026-03-21T20:00:00+00:00,Europe/London,2026-03-21T20:00:00+00:00,London,GB,51.5074,-0.1278,8.6,"7, 11, 16, 26, 38",3,2026-03-21T20:00,0,verified,Open-Meteo,9/14/2026 9:49,v1.0.0,scheduled_time,verified_venue
2,THUNDERBALL-3872,Excalibur5,T7,2,https://www.national-lottery.co.uk/results/thunderball/draw-details?drawNo=3872,2026-03-20T20:00:00+00:00,Europe/London,2026-03-20T20:00:00+00:00,London,GB,51.5074,-0.1278,8.9,"5, 11, 25, 32, 38",12,2026-03-20T20:00,0,verified,Open-Meteo,9/14/2026 9:49,v1.0.0,scheduled_time,verified_venue
2,THUNDERBALL-3871,Excalibur5,T7,2,https://www.national-lottery.co.uk/results/thunderball/draw-details?drawNo=3871,2026-03-18T20:00:00+00:00,Europe/London,2026-03-18T20:00:00+00:00,London,GB,51.5074,-0.1278,10.2,"16, 26, 30, 31, 36",11,2026-03-18T20:00,0,verified,Open-Meteo,9/14/2026 9:49,v1.0.0,scheduled_time,verified_venue
